,Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HTR,FTR,WHH,WHD,WHA,diff_shots,diff_on_target
1843,2013-04-20,36,33,14.0,9.0,7.0,5.0,7.0,2.0,1,D,2.4,3.1,3.1,5.0,2.0
2235,2014-04-20,16,25,17.0,9.0,5.0,2.0,6.0,5.0,2,H,2.38,3.4,2.9,8.0,3.0
2237,2014-04-20,28,23,13.0,14.0,5.0,6.0,8.0,3.0,0,A,8.0,5.0,1.36,-1.0,-1.0
2236,2014-04-20,19,0,13.0,12.0,4.0,6.0,7.0,0.0,0,A,4.4,3.6,1.8,1.0,-2.0
2988,2016-04-20,40,38,18.0,7.0,7.0,4.0,4.0,2.0,2,H,1.53,4.0,6.5,11.0,3.0
2986,2016-04-20,23,16,37.0,3.0,13.0,0.0,9.0,1.0,2,H,1.7,3.6,5.0,34.0,13.0
2987,2016-04-20,25,14,16.0,5.0,10.0,0.0,10.0,2.0,2,H,1.53,3.8,7.0,11.0,10.0
4130,2019-04-20,27,33,15.0,15.0,6.0,3.0,4.0,11.0,2,H,2.5,3.1,3.1,0.0,3.0
4129,2019-04-20,24,37,15.0,10.0,4.0,4.0,4.0,4.0,2,H,1.27,6.0,11.0,5.0,0.0
4128,2019-04-20,18,38,13.0,11.0,3.0,6.0,2.0,2.0,0,A,4.4,3.6,1.83,2.0,-3.0
4127,2019-04-20,6,17,15.0,17.0,5.0,5.0,3.0,7.0,1,A,1.65,4.2,5.0,-2.0,0.0
4132,2019-04-20,42,8,22.0,5.0,5.0,0.0,14.0,1.0,1,D,1.75,3.4,5.5,17.0,5.0
4131,2019-04-20,40,22,11.0,11.0,3.0,5.0,6.0,8.0,2,D,3.1,3.4,2.3,0.0,-2.0
2640,2015-05-20,0,35,28.0,7.0,8.0,3.0,5.0,2.0,1,D,1.29,5.5,11.0,21.0,5.0
9,2000-08-20,25,27,19.0,9.0,9.0,6.0,7.0,1.0,2,H,1.4,3.75,7.0,10.0,3.0
390,2001-08-20,16,37,18.0,7.0,11.0,2.0,8.0,0.0,0,D,2.25,3.2,2.75,11.0,9.0
4843,2005-08-20,39,29,6.0,10.0,2.0,2.0,3.0,3.0,2,H,2.1,3.2,3.0,-4.0,0.0
4836,2005-08-20,2,24,9.0,9.0,2.0,6.0,9.0,4.0,1,A,2.2,3.1,2.87,0.0,-4.0
4837,2005-08-20,3,17,16.0,8.0,9.0,4.0,8.0,1.0,2,H,1.95,3.25,3.3,8.0,5.0
4838,2005-08-20,11,41,21.0,4.0,10.0,0.0,4.0,4.0,2,H,1.7,3.2,4.5,17.0,10.0
4842,2005-08-20,37,26,18.0,12.0,8.0,3.0,5.0,6.0,1,H,1.8,3.3,3.75,6.0,5.0
4839,2005-08-20,23,35,15.0,2.0,6.0,0.0,5.0,5.0,2,H,1.33,4.0,8.0,13.0,6.0
4840,2005-08-20,25,1,18.0,3.0,12.0,3.0,11.0,7.0,1,H,1.28,4.5,8.0,15.0,9.0
4841,2005-08-20,27,40,14.0,6.0,6.0,1.0,10.0,2.0,1,D,1.7,3.0,5.0,8.0,5.0
5215,2006-08-20,25,17,15.0,12.0,7.0,8.0,5.0,2.0,2,H,1.22,5.0,9.5,3.0,-1.0
5214,2006-08-20,12,24,10.0,5.0,4.0,2.0,5.0,2.0,2,H,1.2,5.0,11.0,5.0,2.0
1143,2011-08-20,12,39,22.0,6.0,12.0,4.0,7.0,4.0,0,H,1.33,4.8,10.0,16.0,8.0
1141,2011-08-20,0,23,10.0,13.0,6.0,8.0,9.0,5.0,1,A,2.6,3.2,2.75,-3.0,-2.0
1144,2011-08-20,16,30,14.0,4.0,7.0,3.0,2.0,1.0,0,A,1.55,4.0,6.0,10.0,4.0
1145,2011-08-20,35,27,15.0,12.0,5.0,10.0,7.0,6.0,1,A,2.2,3.1,3.5,3.0,-5.0
1146,2011-08-20,36,41,12.0,10.0,6.0,4.0,7.0,7.0,1,D,2.15,3.25,3.5,2.0,2.0
1142,2011-08-20,1,3,9.0,10.0,6.0,6.0,5.0,4.0,2,H,1.75,3.2,5.5,-1.0,0.0
1521,2012-08-20,16,25,16.0,12.0,7.0,7.0,6.0,8.0,1,H,4.33,3.3,1.91,4.0,0.0
3048,2016-08-20,39,16,11.0,13.0,4.0,7.0,7.0,4.0,1,A,2.7,3.2,2.62,-2.0,-3.0
3047,2016-08-20,38,12,6.0,13.0,2.0,4.0,0.0,5.0,1,A,5.5,3.3,1.73,-7.0,-2.0
3042,2016-08-20,9,23,3.0,26.0,2.0,5.0,1.0,12.0,2,H,7.0,3.5,1.57,-23.0,-3.0
3044,2016-08-20,34,24,8.0,12.0,3.0,6.0,7.0,7.0,0,A,5.0,3.5,1.73,-4.0,-3.0
3045,2016-08-20,36,19,13.0,12.0,3.0,4.0,8.0,3.0,1,A,1.83,3.2,4.8,1.0,-1.0
3043,2016-08-20,22,0,8.0,13.0,1.0,4.0,2.0,7.0,1,D,2.88,3.2,2.5,-5.0,-3.0
3046,2016-08-20,37,14,20.0,10.0,5.0,2.0,10.0,4.0,1,H,1.5,3.6,8.5,10.0,3.0
3429,2017-08-20,37,12,18.0,9.0,6.0,2.0,14.0,3.0,0,A,2.1,3.3,3.6,9.0,4.0
3428,2017-08-20,18,27,7.0,13.0,3.0,5.0,7.0,3.0,1,H,2.5,3.1,3.0,-6.0,-2.0
3810,2018-08-20,14,23,8.0,16.0,2.0,6.0,6.0,7.0,0,A,6.0,4.75,1.44,-8.0,-4.0
5254,2006-09-20,23,27,22.0,11.0,11.0,6.0,8.0,6.0,2,H,1.5,3.4,6.0,11.0,5.0
5902,2008-09-20,40,27,12.0,11.0,6.0,8.0,2.0,6.0,2,H,2.0,3.3,3.8,1.0,-2.0
5901,2008-09-20,35,26,17.0,14.0,11.0,11.0,8.0,7.0,1,H,2.3,3.2,3.2,3.0,0.0
5900,2008-09-20,23,34,27.0,3.0,11.0,2.0,20.0,3.0,1,D,1.2,6.0,15.0,24.0,9.0
5899,2008-09-20,5,0,12.0,20.0,8.0,9.0,7.0,17.0,0,A,6.0,3.6,1.62,-8.0,-1.0
5898,2008-09-20,3,17,11.0,11.0,4.0,5.0,4.0,3.0,1,H,2.1,3.3,3.5,0.0,-1.0
6292,2009-09-20,25,24,21.0,10.0,11.0,6.0,11.0,1.0,1,H,1.62,3.75,5.5,11.0,5.0
6290,2009-09-20,12,37,25.0,9.0,15.0,4.0,11.0,3.0,2,H,1.44,4.2,7.5,16.0,11.0
6293,2009-09-20,42,17,12.0,3.0,4.0,1.0,3.0,3.0,2,H,2.5,3.2,2.88,9.0,3.0
6291,2009-09-20,16,3,18.0,7.0,11.0,4.0,6.0,2.0,2,H,1.8,3.4,4.6,11.0,7.0
2314,2014-09-20,27,19,25.0,10.0,7.0,3.0,4.0,2.0,1,D,2.2,3.2,3.4,15.0,4.0
2315,2014-09-20,30,34,21.0,8.0,5.0,4.0,10.0,1.0,1,D,2.7,3.0,2.8,13.0,1.0
2316,2014-09-20,36,33,5.0,11.0,2.0,4.0,2.0,4.0,1,A,2.5,3.25,2.8,-6.0,-2.0
2312,2014-09-20,1,0,6.0,9.0,2.0,3.0,5.0,5.0,0,A,4.5,3.4,1.83,-3.0,-1.0
2317,2014-09-20,40,23,13.0,11.0,7.0,5.0,7.0,5.0,2,H,4.5,3.3,1.85,2.0,2.0
2313,2014-09-20,9,35,17.0,14.0,6.0,6.0,5.0,1.0,1,D,2.5,3.2,2.8,3.0,0.0
2710,2015-09-20,37,14,22.0,12.0,6.0,4.0,6.0,5.0,1,H,1.95,3.5,3.8,10.0,2.0
2709,2015-09-20,33,25,15.0,10.0,8.0,3.0,5.0,5.0,1,A,3.0,3.0,2.5,5.0,5.0
2708,2015-09-20,23,28,23.0,7.0,7.0,2.0,6.0,2.0,1,D,1.67,3.6,5.5,16.0,5.0
4221,2019-09-20,33,6,25.0,6.0,6.0,3.0,4.0,5.0,0,A,2.1,3.5,3.5,19.0,3.0
464,2001-10-20,40,33,20.0,10.0,8.0,3.0,10.0,7.0,1,H,1.9,3.2,3.5,10.0,5.0
463,2001-10-20,25,5,13.0,7.0,6.0,2.0,8.0,0.0,1,A,1.16,5.5,12.0,6.0,4.0
460,2001-10-20,15,11,10.0,11.0,5.0,7.0,5.0,5.0,2,D,2.25,3.2,2.75,-1.0,-2.0
461,2001-10-20,16,1,10.0,11.0,6.0,3.0,8.0,4.0,2,H,2.62,2.9,2.5,-1.0,3.0
462,2001-10-20,22,23,8.0,12.0,3.0,6.0,6.0,6.0,0,A,4.5,3.3,1.66,-4.0,-3.0
5937,2008-10-20,27,24,6.0,20.0,2.0,8.0,5.0,10.0,1,D,3.0,3.25,2.38,-14.0,-6.0
1585,2012-10-20,36,41,18.0,10.0,11.0,7.0,9.0,2.0,1,H,2.15,3.2,3.5,8.0,4.0
1584,2012-10-20,28,0,7.0,13.0,3.0,7.0,2.0,10.0,2,H,6.0,3.8,1.57,-6.0,-4.0
1583,2012-10-20,25,34,13.0,8.0,8.0,6.0,3.0,3.0,2,H,1.33,4.5,11.0,5.0,2.0
1582,2012-10-20,23,31,23.0,8.0,13.0,5.0,6.0,5.0,2,H,1.4,4.2,9.0,15.0,8.0
1581,2012-10-20,17,1,17.0,9.0,8.0,4.0,6.0,4.0,1,H,1.85,3.3,4.5,8.0,4.0
1588,2012-10-20,40,33,9.0,11.0,8.0,4.0,6.0,3.0,1,H,1.91,3.4,4.0,-2.0,4.0
1587,2012-10-20,39,24,16.0,21.0,8.0,13.0,6.0,9.0,1,A,5.0,3.4,1.75,-5.0,-5.0
1586,2012-10-20,37,12,23.0,11.0,16.0,7.0,7.0,4.0,0,A,2.7,3.0,2.8,12.0,9.0
1970,2013-10-20,1,37,15.0,13.0,2.0,6.0,4.0,7.0,0,A,3.75,3.2,2.05,2.0,-4.0
2351,2014-10-20,39,25,8.0,22.0,2.0,7.0,0.0,11.0,2,D,5.0,3.4,1.75,-14.0,-5.0
4553,2002-10-20,11,26,14.0,9.0,7.0,5.0,5.0,4.0,2,H,2.75,3.2,2.25,5.0,2.0
4554,2002-10-20,37,5,6.0,5.0,3.0,1.0,7.0,3.0,1,H,1.57,3.3,5.5,1.0,2.0
3491,2017-10-20,40,8,16.0,7.0,2.0,5.0,10.0,3.0,0,A,1.83,3.3,5.0,9.0,-3.0
3876,2018-10-20,27,8,27.0,8.0,6.0,2.0,10.0,2.0,0,A,2.15,3.2,3.7,19.0,4.0
3875,2018-10-20,24,9,24.0,5.0,10.0,0.0,10.0,1.0,2,H,1.06,13.0,26.0,19.0,10.0
3874,2018-10-20,18,23,13.0,11.0,1.0,2.0,2.0,4.0,0,A,11.0,5.0,1.32,2.0,-1.0
3877,2018-10-20,40,37,13.0,10.0,4.0,2.0,10.0,6.0,0,A,3.8,3.8,1.91,3.0,2.0
3878,2018-10-20,42,38,10.0,9.0,1.0,3.0,8.0,2.0,0,A,1.73,3.6,5.0,1.0,-2.0
3873,2018-10-20,12,25,21.0,7.0,6.0,4.0,5.0,3.0,2,D,1.73,3.8,4.6,14.0,2.0
3872,2018-10-20,10,17,22.0,9.0,5.0,4.0,4.0,4.0,1,H,2.4,3.4,2.88,13.0,1.0
3871,2018-10-20,6,33,10.0,8.0,2.0,4.0,6.0,4.0,1,D,2.0,3.6,3.6,2.0,-2.0
4259,2019-10-20,25,23,7.0,10.0,2.0,4.0,3.0,1.0,2,D,5.25,4.0,1.63,-3.0,-2.0
138,2000-11-20,13,20,12.0,10.0,5.0,4.0,5.0,5.0,1,A,2.5,3.1,2.5,2.0,1.0
4950,2005-11-20,37,40,15.0,8.0,8.0,4.0,9.0,7.0,2,D,1.61,3.3,5.0,7.0,4.0
4949,2005-11-20,26,17,20.0,9.0,11.0,6.0,9.0,4.0,0,H,1.83,3.0,4.0,11.0,5.0
884,2010-11-20,4,42,13.0,19.0,9.0,10.0,4.0,11.0,2,H,2.4,3.4,2.8,-6.0,-1.0
888,2010-11-20,39,34,15.0,6.0,8.0,4.0,8.0,3.0,1,A,2.05,3.3,3.6,9.0,4.0
887,2010-11-20,25,41,17.0,10.0,12.0,4.0,11.0,1.0,2,H,1.22,5.5,15.0,7.0,8.0
882,2010-11-20,0,37,12.0,10.0,7.0,6.0,2.0,6.0,2,A,1.62,4.0,5.0,2.0,1.0
883,2010-11-20,2,12,1.0,24.0,1.0,9.0,4.0,14.0,2,H,4.4,3.6,1.8,-23.0,-8.0
886,2010-11-20,23,40,19.0,6.0,11.0,1.0,10.0,2.0,2,H,1.57,3.6,6.5,13.0,10.0
885,2010-11-20,5,27,18.0,6.0,9.0,1.0,2.0,3.0,2,H,2.1,3.5,3.25,12.0,8.0
1249,2011-11-20,12,23,18.0,9.0,5.0,3.0,6.0,5.0,0,A,1.91,3.1,4.5,9.0,2.0
3149,2016-11-20,26,12,12.0,13.0,1.0,3.0,2.0,3.0,0,A,6.5,4.0,1.57,-1.0,-2.0
3530,2017-11-20,8,34,9.0,13.0,3.0,6.0,6.0,7.0,0,D,2.4,3.1,3.3,-4.0,-3.0
6032,2008-12-20,40,1,17.0,10.0,13.0,4.0,7.0,6.0,1,A,3.0,3.25,2.38,7.0,9.0
6031,2008-12-20,19,35,14.0,15.0,8.0,6.0,6.0,6.0,1,A,2.1,3.2,3.6,-1.0,2.0
6030,2008-12-20,17,26,19.0,12.0,13.0,5.0,6.0,4.0,2,H,2.2,3.2,3.4,7.0,8.0
6028,2008-12-20,3,34,10.0,14.0,9.0,4.0,3.0,7.0,2,H,1.83,3.4,4.5,-4.0,5.0
6029,2008-12-20,5,29,19.0,8.0,10.0,5.0,6.0,3.0,2,H,2.2,3.2,3.4,11.0,5.0
6411,2009-12-20,16,2,19.0,2.0,7.0,1.0,6.0,4.0,1,D,1.8,3.4,4.6,17.0,6.0
6412,2009-12-20,40,12,6.0,20.0,5.0,6.0,5.0,5.0,2,D,8.5,4.6,1.36,-14.0,-1.0
6413,2009-12-20,42,9,12.0,10.0,12.0,6.0,5.0,5.0,2,H,2.0,3.4,3.75,2.0,6.0
923,2010-12-20,24,16,25.0,4.0,15.0,3.0,11.0,0.0,0,A,1.75,3.5,4.8,21.0,12.0
1292,2011-12-20,42,28,18.0,18.0,9.0,14.0,4.0,6.0,1,D,2.1,3.4,3.4,0.0,-5.0
1291,2011-12-20,3,5,17.0,8.0,7.0,5.0,5.0,9.0,0,A,2.1,3.6,3.3,9.0,2.0
2434,2014-12-20,24,14,15.0,6.0,3.0,1.0,8.0,6.0,1,H,1.3,5.0,11.0,9.0,2.0
2432,2014-12-20,1,25,10.0,16.0,4.0,9.0,3.0,9.0,2,D,6.0,3.6,1.62,-6.0,-5.0
2433,2014-12-20,19,36,11.0,13.0,3.0,3.0,4.0,5.0,0,A,2.8,3.1,2.6,-2.0,0.0
2438,2014-12-20,40,22,10.0,10.0,2.0,4.0,9.0,4.0,2,H,1.73,3.5,5.0,0.0,-2.0
2437,2014-12-20,37,9,23.0,9.0,6.0,5.0,9.0,6.0,2,H,1.5,4.0,7.0,14.0,1.0
2436,2014-12-20,33,16,11.0,13.0,3.0,4.0,4.0,6.0,2,H,2.5,3.2,2.8,-2.0,-1.0
2435,2014-12-20,30,39,17.0,16.0,7.0,6.0,5.0,11.0,0,H,2.5,3.2,2.8,1.0,1.0
2818,2015-12-20,36,40,21.0,11.0,2.0,2.0,8.0,9.0,1,D,2.15,3.25,3.5,10.0,0.0
2819,2015-12-20,38,23,6.0,12.0,5.0,4.0,7.0,9.0,2,H,4.0,3.2,2.0,-6.0,1.0
233,2001-01-21,35,7,14.0,7.0,6.0,3.0,8.0,7.0,1,D,1.33,4.0,8.0,7.0,3.0
602,2002-01-21,11,1,9.0,7.0,5.0,3.0,3.0,2.0,0,A,2.25,3.2,2.75,2.0,2.0
5040,2006-01-21,2,29,9.0,10.0,6.0,4.0,7.0,2.0,2,H,2.05,3.1,3.2,-1.0,2.0
5041,2006-01-21,5,24,11.0,9.0,6.0,2.0,4.0,5.0,2,H,2.2,3.0,3.0,2.0,4.0
5042,2006-01-21,16,0,9.0,14.0,3.0,5.0,5.0,6.0,2,H,4.5,3.2,1.7,-5.0,-2.0
5043,2006-01-21,26,41,7.0,16.0,4.0,10.0,8.0,8.0,0,A,2.2,3.1,2.87,-9.0,-6.0
5044,2006-01-21,27,3,12.0,6.0,3.0,2.0,4.0,4.0,1,A,2.25,3.1,2.8,6.0,1.0
5045,2006-01-21,37,1,21.0,4.0,13.0,1.0,9.0,2.0,1,D,1.66,3.3,4.5,17.0,12.0
5046,2006-01-21,39,35,10.0,7.0,5.0,2.0,6.0,2.0,1,A,1.61,3.3,5.0,3.0,3.0
5443,2007-01-21,41,16,13.0,8.0,6.0,5.0,6.0,6.0,1,A,2.4,3.1,2.6,5.0,1.0
5442,2007-01-21,0,25,18.0,10.0,11.0,6.0,8.0,6.0,1,H,2.37,3.0,2.7,8.0,5.0
5707,2008-01-21,23,1,17.0,4.0,7.0,3.0,8.0,2.0,2,D,1.57,3.3,5.5,13.0,4.0
1344,2012-01-21,17,27,10.0,15.0,7.0,9.0,2.0,6.0,0,H,2.05,3.3,3.6,-5.0,-2.0
1343,2012-01-21,16,3,15.0,14.0,8.0,8.0,5.0,8.0,2,D,1.57,3.5,7.0,1.0,0.0
1342,2012-01-21,5,23,15.0,11.0,8.0,8.0,5.0,5.0,2,H,6.0,3.4,1.67,4.0,0.0
1345,2012-01-21,28,12,5.0,19.0,3.0,9.0,1.0,11.0,1,D,5.5,3.75,1.62,-14.0,-6.0
1349,2012-01-21,42,1,13.0,11.0,9.0,5.0,12.0,3.0,2,A,2.62,3.2,2.7,2.0,4.0
1348,2012-01-21,35,36,7.0,11.0,2.0,4.0,2.0,4.0,2,H,1.91,3.2,4.33,-4.0,-2.0
1347,2012-01-21,34,39,10.0,15.0,3.0,6.0,5.0,1.0,0,A,2.0,3.3,3.8,-5.0,-3.0
1346,2012-01-21,30,41,16.0,9.0,8.0,4.0,7.0,1.0,2,H,2.1,3.2,3.6,7.0,4.0
1740,2013-01-21,33,16,14.0,10.0,11.0,7.0,10.0,6.0,1,D,4.0,3.2,2.0,4.0,4.0
3244,2017-01-21,24,37,17.0,6.0,7.0,2.0,5.0,4.0,1,D,2.15,3.4,3.6,11.0,5.0
3245,2017-01-21,26,40,11.0,13.0,2.0,5.0,7.0,5.0,0,A,2.5,3.1,3.2,-2.0,-3.0
3246,2017-01-21,34,25,6.0,25.0,1.0,8.0,1.0,7.0,2,D,6.0,4.0,1.62,-19.0,-7.0
3247,2017-01-21,39,35,14.0,9.0,5.0,3.0,1.0,4.0,2,H,1.7,3.5,6.0,5.0,2.0
3242,2017-01-21,14,16,8.0,16.0,2.0,8.0,8.0,7.0,1,A,3.2,3.2,2.4,-8.0,-6.0
3241,2017-01-21,6,38,15.0,10.0,5.0,3.0,9.0,4.0,0,D,1.85,3.6,4.5,5.0,2.0
3243,2017-01-21,23,36,16.0,6.0,5.0,3.0,6.0,3.0,1,A,1.22,6.5,15.0,10.0,2.0
3649,2018-01-21,33,37,10.0,17.0,4.0,2.0,2.0,9.0,1,D,5.5,4.0,1.65,-7.0,2.0
4401,2020-01-21,6,8,11.0,21.0,3.0,8.0,5.0,8.0,2,H,2.9,3.3,2.5,-10.0,-5.0
4405,2020-01-21,12,0,19.0,2.0,8.0,2.0,17.0,5.0,2,D,1.73,3.9,4.6,17.0,6.0
4404,2020-01-21,32,24,4.0,18.0,1.0,5.0,5.0,13.0,1,A,7.5,4.75,1.42,-14.0,-4.0
4403,2020-01-21,16,27,17.0,8.0,8.0,2.0,6.0,4.0,2,D,1.57,3.8,6.5,9.0,6.0
4402,2020-01-21,14,33,6.0,15.0,0.0,6.0,0.0,8.0,0,A,2.7,3.2,2.7,-9.0,-6.0
4400,2020-01-21,1,38,16.0,8.0,5.0,2.0,6.0,3.0,0,H,2.8,3.4,2.5,8.0,3.0
5473,2007-02-21,16,37,10.0,8.0,3.0,4.0,5.0,1.0,1,A,2.1,3.1,3.1,2.0,-1.0
5474,2007-02-21,38,41,10.0,16.0,6.0,13.0,8.0,3.0,1,D,2.3,3.2,2.62,-6.0,-7.0
6111,2009-02-21,25,3,15.0,12.0,7.0,7.0,4.0,7.0,1,H,1.25,5.5,12.0,3.0,0.0
6110,2009-02-21,5,40,12.0,17.0,8.0,12.0,4.0,13.0,2,H,2.4,3.2,3.0,-5.0,-4.0
6109,2009-02-21,1,12,12.0,18.0,5.0,12.0,6.0,11.0,0,A,3.3,3.3,2.2,-6.0,-7.0
6108,2009-02-21,0,35,16.0,3.0,9.0,2.0,8.0,3.0,1,D,1.4,4.2,9.0,13.0,7.0
6113,2009-02-21,34,29,6.0,6.0,2.0,2.0,2.0,3.0,1,D,2.5,3.2,2.88,0.0,0.0
6112,2009-02-21,26,41,6.0,12.0,3.0,6.0,5.0,1.0,1,D,2.4,3.2,3.0,-6.0,-3.0
6500,2010-02-21,24,23,4.0,6.0,1.0,2.0,8.0,5.0,1,D,2.4,3.2,2.7,-2.0,-1.0
6501,2010-02-21,41,37,8.0,13.0,7.0,12.0,3.0,2.0,0,A,3.4,3.25,2.0,-5.0,-5.0
6497,2010-02-21,1,9,15.0,13.0,8.0,10.0,9.0,5.0,1,H,1.35,4.33,8.0,2.0,-2.0
6499,2010-02-21,17,2,11.0,9.0,6.0,6.0,3.0,1.0,0,H,2.05,3.2,3.3,2.0,0.0
6498,2010-02-21,3,5,12.0,10.0,7.0,7.0,8.0,3.0,2,H,1.95,3.25,3.6,2.0,0.0
2528,2015-02-21,36,25,11.0,18.0,6.0,3.0,4.0,10.0,1,H,4.0,3.2,2.0,-7.0,3.0
2527,2015-02-21,35,39,13.0,5.0,2.0,1.0,11.0,2.0,1,D,2.75,2.9,2.8,8.0,1.0
2522,2015-02-21,1,34,3.0,11.0,2.0,6.0,11.0,3.0,1,A,2.7,3.0,2.75,-8.0,-4.0
2523,2015-02-21,12,9,14.0,10.0,5.0,5.0,7.0,7.0,2,D,1.2,6.0,17.0,4.0,0.0
2525,2015-02-21,19,30,16.0,8.0,6.0,3.0,5.0,7.0,1,H,2.1,3.1,3.75,8.0,3.0
2524,2015-02-21,14,0,22.0,12.0,3.0,4.0,10.0,1.0,0,A,5.0,3.1,1.85,10.0,-1.0
2526,2015-02-21,24,27,16.0,8.0,9.0,1.0,7.0,3.0,2,H,1.3,4.5,13.0,8.0,8.0
6154,2009-03-21,39,5,11.0,14.0,4.0,11.0,8.0,4.0,1,D,2.3,3.3,3.1,-3.0,-7.0
6150,2009-03-21,27,0,11.0,15.0,8.0,10.0,8.0,4.0,1,A,5.5,3.5,1.67,-4.0,-2.0
6151,2009-03-21,29,16,16.0,5.0,11.0,2.0,7.0,4.0,1,H,2.62,3.3,2.62,11.0,9.0
6153,2009-03-21,37,12,8.0,15.0,4.0,9.0,8.0,7.0,1,H,4.5,3.4,1.83,-7.0,-5.0
6152,2009-03-21,34,26,10.0,17.0,4.0,8.0,5.0,4.0,1,H,2.3,3.3,3.1,-7.0,-4.0
6148,2009-03-21,3,40,15.0,6.0,11.0,2.0,6.0,1.0,0,D,2.0,3.3,3.8,9.0,9.0
6149,2009-03-21,17,25,15.0,13.0,6.0,8.0,3.0,4.0,2,H,8.0,4.0,1.44,2.0,-2.0
6537,2010-03-21,3,12,8.0,14.0,4.0,8.0,3.0,11.0,0,D,7.5,4.2,1.44,-6.0,-4.0
6538,2010-03-21,17,24,10.0,14.0,4.0,9.0,4.0,2.0,0,A,3.1,3.3,2.3,-4.0,-5.0
6539,2010-03-21,25,23,10.0,4.0,5.0,2.0,1.0,2.0,1,H,1.67,3.5,5.5,6.0,3.0
1418,2012-03-21,24,12,20.0,6.0,10.0,5.0,11.0,4.0,1,H,1.91,3.4,4.0,14.0,5.0
1419,2012-03-21,30,23,10.0,18.0,5.0,11.0,7.0,17.0,1,H,4.5,3.5,1.8,-8.0,-6.0
1420,2012-03-21,37,34,24.0,8.0,18.0,2.0,13.0,1.0,1,D,1.44,4.0,8.0,16.0,16.0
1417,2012-03-21,16,0,7.0,12.0,2.0,8.0,4.0,6.0,0,A,3.0,3.2,2.4,-5.0,-6.0
2563,2015-03-21,27,0,16.0,7.0,4.0,3.0,9.0,4.0,0,A,6.0,3.75,1.6,9.0,1.0
2566,2015-03-21,37,22,10.0,14.0,4.0,5.0,4.0,4.0,2,H,1.6,4.0,5.5,-4.0,-1.0
2565,2015-03-21,34,14,17.0,12.0,4.0,3.0,8.0,4.0,0,A,2.15,3.2,3.5,5.0,1.0
2564,2015-03-21,33,9,20.0,15.0,3.0,3.0,10.0,5.0,2,H,1.44,4.0,8.0,5.0,0.0
2561,2015-03-21,1,36,12.0,9.0,3.0,6.0,4.0,9.0,1,A,2.4,3.1,3.1,3.0,-3.0
2562,2015-03-21,24,39,43.0,3.0,16.0,0.0,9.0,2.0,2,H,1.33,5.0,9.0,40.0,16.0
2567,2015-03-21,40,35,15.0,7.0,4.0,3.0,6.0,4.0,1,H,1.85,3.5,4.33,8.0,1.0
335,2001-04-21,1,33,9.0,3.0,2.0,3.0,4.0,5.0,1,D,1.57,3.5,5.0,6.0,-1.0
336,2001-04-21,7,15,15.0,12.0,9.0,3.0,3.0,8.0,2,H,2.62,3.1,2.37,3.0,6.0
342,2001-04-21,40,21,15.0,12.0,10.0,7.0,6.0,6.0,0,A,2.87,3.3,2.1,3.0,3.0
337,2001-04-21,12,11,9.0,4.0,1.0,2.0,10.0,3.0,0,A,1.33,4.0,8.0,5.0,-1.0
334,2001-04-21,0,16,10.0,4.0,8.0,2.0,10.0,0.0,1,H,1.36,3.75,8.0,6.0,6.0
341,2001-04-21,35,27,16.0,9.0,10.0,5.0,4.0,8.0,1,D,2.0,3.2,3.2,7.0,5.0
339,2001-04-21,22,26,15.0,15.0,4.0,7.0,12.0,5.0,0,A,2.3,3.25,2.62,0.0,-3.0
340,2001-04-21,25,24,13.0,6.0,6.0,4.0,3.0,2.0,1,D,1.36,4.0,7.0,7.0,2.0
338,2001-04-21,20,13,13.0,6.0,5.0,2.0,2.0,3.0,2,H,1.61,3.6,4.33,7.0,3.0
727,2002-04-21,0,20,20.0,7.0,8.0,2.0,14.0,2.0,1,H,1.2,5.5,9.0,13.0,6.0
5551,2007-04-21,40,16,15.0,10.0,7.0,2.0,5.0,7.0,2,H,2.3,3.4,2.5,5.0,5.0
5550,2007-04-21,38,24,4.0,4.0,1.0,1.0,5.0,3.0,1,D,2.5,3.1,2.5,0.0,0.0
5549,2007-04-21,37,0,7.0,17.0,3.0,5.0,4.0,6.0,2,D,2.5,3.1,2.5,-10.0,-2.0
5548,2007-04-21,25,26,21.0,10.0,9.0,5.0,6.0,7.0,1,D,1.16,5.5,12.0,11.0,4.0
5547,2007-04-21,23,41,23.0,4.0,12.0,3.0,12.0,3.0,2,H,1.44,3.6,6.5,19.0,9.0
5545,2007-04-21,11,32,10.0,15.0,2.0,10.0,8.0,3.0,1,D,2.0,3.3,3.1,-5.0,-8.0
5544,2007-04-21,5,31,18.0,10.0,15.0,7.0,7.0,4.0,1,A,1.9,3.25,3.4,8.0,8.0
5546,2007-04-21,17,3,13.0,18.0,6.0,9.0,7.0,11.0,2,D,2.1,3.3,2.87,-5.0,-3.0
6185,2009-04-21,23,0,22.0,8.0,15.0,4.0,12.0,0.0,0,D,1.8,3.4,4.6,14.0,11.0
6585,2010-04-21,19,1,14.0,11.0,10.0,5.0,11.0,9.0,0,A,3.3,3.3,2.2,3.0,5.0
1468,2012-04-21,1,35,12.0,10.0,7.0,5.0,8.0,5.0,1,D,2.4,3.2,3.0,2.0,2.0
1469,2012-04-21,3,28,9.0,12.0,6.0,5.0,9.0,7.0,2,H,2.1,3.4,3.4,-3.0,1.0
