,Date,HomeTeam,AwayTeam,HS,AS,HST,AST,HC,AC,HTR,FTR,WHH,WHD,WHA,diff_shots,diff_on_target
2506,2015-07-02,30,33,12.0,16.0,3.0,5.0,3.0,4.0,1,A,4.5,3.4,1.85,-4.0,-2.0
2505,2015-07-02,24,19,18.0,7.0,5.0,3.0,13.0,1.0,0,D,1.2,6.0,17.0,11.0,2.0
2504,2015-07-02,22,14,19.0,14.0,5.0,2.0,8.0,6.0,1,A,2.4,3.1,3.1,5.0,3.0
2503,2015-07-02,16,23,6.0,17.0,1.0,6.0,3.0,6.0,1,D,3.3,3.1,2.3,-11.0,-5.0
2502,2015-07-02,1,12,8.0,12.0,1.0,5.0,7.0,7.0,0,A,9.5,4.5,1.36,-4.0,-4.0
2507,2015-07-02,36,35,16.0,4.0,7.0,1.0,7.0,1.0,0,D,1.91,3.1,4.5,12.0,6.0
2508,2015-07-02,37,0,23.0,7.0,8.0,3.0,10.0,3.0,0,H,3.3,3.1,2.3,16.0,5.0
2900,2016-07-02,12,25,16.0,17.0,5.0,7.0,10.0,11.0,1,D,2.1,3.1,3.8,-1.0,-2.0
2899,2016-07-02,6,0,17.0,10.0,4.0,5.0,7.0,3.0,0,A,4.0,3.2,2.0,7.0,-1.0
284,2001-07-03,40,12,7.0,17.0,2.0,6.0,1.0,0.0,0,A,2.5,3.1,2.5,-10.0,-4.0
6136,2009-07-03,35,37,8.0,13.0,3.0,8.0,4.0,1.0,2,D,2.7,3.2,2.62,-5.0,-5.0
6514,2010-07-03,16,19,18.0,7.0,10.0,4.0,4.0,1.0,2,H,1.36,4.5,9.0,11.0,6.0
1038,2011-07-03,4,12,14.0,18.0,5.0,11.0,3.0,13.0,0,A,9.0,5.5,1.3,-4.0,-6.0
2550,2015-07-03,30,37,17.0,13.0,6.0,6.0,3.0,5.0,0,A,5.0,3.2,1.83,4.0,0.0
4451,2020-07-03,14,38,10.0,10.0,3.0,4.0,8.0,8.0,2,H,2.55,3.1,3.0,0.0,-1.0
4453,2020-07-03,33,27,6.0,14.0,3.0,7.0,5.0,8.0,1,A,1.67,3.8,5.25,-8.0,-4.0
4454,2020-07-03,42,8,11.0,7.0,1.0,1.0,2.0,0.0,1,D,1.63,3.9,5.5,4.0,0.0
4455,2020-07-03,9,37,21.0,13.0,8.0,2.0,3.0,5.0,2,D,2.7,3.25,2.7,8.0,6.0
4449,2020-07-03,23,6,14.0,6.0,6.0,4.0,9.0,4.0,2,H,1.25,6.0,12.0,8.0,2.0
4450,2020-07-03,0,40,9.0,14.0,2.0,6.0,6.0,7.0,1,H,1.55,4.33,5.8,-5.0,-4.0
4452,2020-07-03,32,28,10.0,12.0,4.0,5.0,10.0,5.0,2,H,1.65,3.7,5.8,-2.0,-1.0
307,2001-07-04,1,40,6.0,7.0,4.0,5.0,5.0,3.0,1,D,1.8,3.3,3.75,-1.0,-1.0
308,2001-07-04,15,12,3.0,10.0,2.0,7.0,1.0,9.0,1,A,2.5,3.1,2.5,-7.0,-5.0
309,2001-07-04,21,33,15.0,6.0,7.0,2.0,10.0,1.0,2,H,1.44,3.6,6.5,9.0,5.0
310,2001-07-04,22,13,9.0,15.0,4.0,5.0,4.0,9.0,0,A,1.83,3.3,3.6,-6.0,-1.0
709,2002-07-04,21,35,14.0,8.0,7.0,0.0,8.0,4.0,2,H,1.44,3.6,6.5,6.0,7.0
5521,2007-07-04,29,25,14.0,15.0,9.0,7.0,8.0,7.0,2,H,6.0,3.4,1.5,-1.0,2.0
5522,2007-07-04,31,23,8.0,4.0,4.0,3.0,7.0,6.0,0,A,3.3,3.25,1.95,4.0,1.0
5519,2007-07-04,12,37,11.0,6.0,8.0,5.0,11.0,7.0,1,H,1.36,4.0,7.0,5.0,3.0
5518,2007-07-04,3,1,10.0,9.0,3.0,7.0,4.0,10.0,1,A,1.83,3.2,3.75,1.0,-4.0
5523,2007-07-04,32,27,17.0,10.0,11.0,3.0,5.0,4.0,0,A,2.15,3.3,2.8,7.0,8.0
5517,2007-07-04,0,40,29.0,6.0,15.0,5.0,14.0,1.0,0,A,1.4,4.33,5.5,23.0,10.0
5524,2007-07-04,41,5,17.0,10.0,9.0,9.0,9.0,5.0,1,A,2.5,3.1,2.5,7.0,0.0
5520,2007-07-04,26,38,24.0,6.0,14.0,3.0,9.0,3.0,2,H,1.61,3.5,4.5,18.0,11.0
1444,2012-07-04,23,1,21.0,5.0,5.0,3.0,11.0,3.0,0,D,1.44,4.33,7.0,16.0,2.0
1445,2012-07-04,28,16,14.0,9.0,11.0,5.0,2.0,4.0,1,D,2.9,3.1,2.5,5.0,6.0
1446,2012-07-04,34,42,14.0,9.0,6.0,5.0,3.0,8.0,1,H,1.62,4.0,5.0,5.0,1.0
1442,2012-07-04,5,17,13.0,11.0,7.0,8.0,5.0,3.0,0,A,2.62,3.1,2.8,2.0,-1.0
1448,2012-07-04,39,3,9.0,16.0,6.0,10.0,8.0,4.0,2,H,2.0,3.2,4.0,-7.0,-4.0
1443,2012-07-04,12,41,19.0,13.0,10.0,7.0,5.0,3.0,1,H,1.29,5.0,12.0,6.0,3.0
1447,2012-07-04,35,37,12.0,15.0,9.0,8.0,11.0,4.0,1,D,3.4,3.2,2.2,-3.0,1.0
1822,2013-07-04,12,35,14.0,7.0,7.0,3.0,8.0,5.0,0,H,1.33,4.5,11.0,7.0,4.0
1823,2013-07-04,23,40,19.0,10.0,12.0,4.0,12.0,2.0,1,D,1.36,5.0,8.0,9.0,8.0
1825,2013-07-04,30,41,6.0,16.0,2.0,10.0,2.0,10.0,1,D,2.4,3.1,3.1,-10.0,-8.0
1826,2013-07-04,37,16,19.0,9.0,10.0,5.0,7.0,6.0,1,D,2.2,3.2,3.4,10.0,5.0
1824,2013-07-04,27,17,20.0,5.0,10.0,3.0,10.0,3.0,1,H,2.05,3.4,3.6,15.0,7.0
2217,2014-07-04,37,35,29.0,8.0,11.0,4.0,8.0,2.0,1,H,1.6,3.75,6.0,21.0,7.0
2581,2015-07-04,1,30,21.0,11.0,7.0,5.0,7.0,3.0,2,D,2.15,3.2,3.6,10.0,2.0
4776,2003-07-04,17,3,9.0,7.0,4.0,3.0,3.0,4.0,0,A,2.25,3.2,2.75,2.0,1.0
3731,2018-07-04,38,9,14.0,7.0,5.0,4.0,11.0,1.0,1,A,2.38,3.1,3.3,7.0,1.0
3730,2018-07-04,34,37,10.0,15.0,4.0,4.0,6.0,3.0,1,A,11.0,5.0,1.33,-5.0,0.0
3729,2018-07-04,24,25,20.0,5.0,6.0,4.0,8.0,4.0,2,A,1.85,3.6,4.33,15.0,2.0
3728,2018-07-04,22,27,8.0,8.0,1.0,4.0,7.0,5.0,0,A,1.95,3.4,4.33,0.0,-3.0
3727,2018-07-04,16,23,6.0,10.0,1.0,3.0,3.0,2.0,1,D,4.2,3.6,1.91,-4.0,-2.0
3726,2018-07-04,8,18,13.0,14.0,4.0,5.0,5.0,3.0,1,D,1.85,3.3,5.0,-1.0,-1.0
3725,2018-07-04,6,14,20.0,13.0,5.0,6.0,11.0,3.0,1,D,2.5,3.25,3.0,7.0,-1.0
3732,2018-07-04,39,36,15.0,7.0,3.0,1.0,5.0,1.0,1,D,2.4,3.1,3.3,8.0,2.0
4114,2019-07-04,16,0,23.0,7.0,6.0,2.0,9.0,6.0,2,H,3.0,3.5,2.3,16.0,4.0
365,2001-07-05,20,24,15.0,11.0,7.0,7.0,9.0,2.0,1,H,1.61,3.75,4.2,4.0,0.0
5202,2006-07-05,25,11,20.0,8.0,11.0,3.0,8.0,2.0,2,H,1.2,5.0,11.0,12.0,8.0
5196,2006-07-05,0,41,13.0,8.0,7.0,3.0,5.0,1.0,1,H,1.25,5.0,8.0,5.0,4.0
5201,2006-07-05,17,26,8.0,6.0,3.0,3.0,8.0,4.0,1,H,1.66,3.3,4.5,2.0,0.0
5200,2006-07-05,16,39,22.0,6.0,18.0,5.0,14.0,2.0,0,D,1.57,3.3,5.5,16.0,13.0
5199,2006-07-05,5,2,16.0,5.0,6.0,2.0,5.0,2.0,1,H,1.53,3.5,5.5,11.0,4.0
5198,2006-07-05,3,24,6.0,11.0,2.0,4.0,4.0,4.0,2,H,1.7,3.3,4.33,-5.0,-2.0
5197,2006-07-05,1,35,16.0,14.0,9.0,7.0,7.0,7.0,2,H,1.44,3.75,6.0,2.0,2.0
5203,2006-07-05,27,12,16.0,10.0,8.0,5.0,3.0,7.0,1,H,2.6,3.1,2.4,6.0,3.0
5204,2006-07-05,29,23,6.0,8.0,4.0,4.0,5.0,6.0,1,A,4.8,3.6,1.57,-2.0,0.0
5205,2006-07-05,40,37,12.0,14.0,7.0,6.0,11.0,4.0,1,H,3.6,3.4,1.8,-2.0,1.0
5573,2007-07-05,11,37,7.0,9.0,4.0,6.0,11.0,5.0,0,A,2.9,3.4,2.05,-2.0,-2.0
1106,2011-07-05,40,3,24.0,8.0,15.0,4.0,7.0,3.0,0,D,2.05,3.4,3.6,16.0,11.0
1103,2011-07-05,16,24,10.0,12.0,6.0,7.0,11.0,6.0,0,H,2.8,3.0,2.7,-2.0,-1.0
1105,2011-07-05,37,4,20.0,13.0,11.0,7.0,7.0,6.0,1,D,1.33,5.0,9.0,7.0,4.0
1104,2011-07-05,27,2,19.0,5.0,14.0,2.0,8.0,2.0,2,H,2.0,3.2,4.0,14.0,12.0
1102,2011-07-05,5,35,17.0,10.0,9.0,6.0,5.0,5.0,0,A,1.83,3.4,4.5,7.0,3.0
1101,2011-07-05,1,41,10.0,7.0,7.0,4.0,2.0,5.0,1,D,1.75,3.75,4.5,3.0,3.0
1500,2012-07-05,3,41,12.0,19.0,7.0,9.0,5.0,6.0,1,A,2.5,3.1,2.9,-7.0,-2.0
1870,2013-07-05,41,36,14.0,10.0,11.0,6.0,4.0,4.0,2,A,1.8,3.5,4.5,4.0,5.0
1869,2013-07-05,24,39,21.0,20.0,9.0,11.0,6.0,8.0,2,H,1.36,4.6,9.0,1.0,-2.0
2261,2014-07-05,35,39,10.0,13.0,4.0,3.0,5.0,0.0,2,H,1.95,3.0,4.5,-3.0,1.0
2260,2014-07-05,24,1,18.0,5.0,9.0,0.0,7.0,2.0,1,H,1.14,7.5,19.0,13.0,9.0
3007,2016-07-05,1,27,2.0,9.0,0.0,3.0,0.0,5.0,1,D,6.0,3.6,1.62,-7.0,-3.0
3008,2016-07-05,6,39,12.0,12.0,4.0,4.0,5.0,3.0,0,D,1.91,3.2,4.33,0.0,0.0
3009,2016-07-05,14,34,17.0,12.0,4.0,3.0,4.0,3.0,0,H,2.1,3.25,3.6,5.0,1.0
3010,2016-07-05,22,16,32.0,9.0,8.0,5.0,12.0,4.0,2,H,1.91,3.2,4.33,23.0,3.0
3012,2016-07-05,35,12,15.0,9.0,4.0,8.0,3.0,3.0,0,H,3.0,3.2,2.38,6.0,-4.0
3013,2016-07-05,40,36,25.0,13.0,7.0,6.0,13.0,3.0,0,A,1.44,4.33,7.0,12.0,1.0
3011,2016-07-05,28,25,8.0,15.0,2.0,2.0,1.0,6.0,1,A,4.5,3.1,1.91,-7.0,0.0
3383,2017-07-05,23,33,17.0,4.0,8.0,0.0,3.0,6.0,1,D,1.62,4.0,6.0,13.0,8.0
3382,2017-07-05,0,25,9.0,10.0,4.0,4.0,5.0,9.0,1,H,1.91,3.6,4.2,-1.0,0.0
4824,2003-07-05,0,33,16.0,13.0,13.0,5.0,6.0,10.0,2,H,1.44,3.6,6.5,3.0,8.0
1579,2012-07-10,33,17,13.0,14.0,6.0,5.0,8.0,8.0,2,D,2.7,3.1,2.7,-1.0,1.0
1577,2012-07-10,23,34,16.0,5.0,5.0,3.0,5.0,5.0,1,D,1.53,3.75,7.0,11.0,2.0
1578,2012-07-10,27,25,13.0,12.0,3.0,9.0,8.0,6.0,0,A,4.33,3.1,1.95,1.0,-6.0
1580,2012-07-10,37,1,23.0,8.0,10.0,5.0,8.0,0.0,1,H,1.5,3.6,8.0,15.0,5.0
4545,2002-07-10,25,16,17.0,8.0,12.0,4.0,7.0,1.0,1,H,1.28,4.5,8.0,9.0,8.0
3869,2018-07-10,23,24,7.0,6.0,2.0,2.0,2.0,6.0,1,D,2.5,3.5,2.75,1.0,0.0
3868,2018-07-10,17,0,21.0,9.0,4.0,7.0,4.0,2.0,1,A,4.4,4.2,1.7,12.0,-3.0
3870,2018-07-10,33,12,15.0,21.0,6.0,6.0,4.0,12.0,0,A,5.5,4.0,1.62,-6.0,0.0
4941,2005-07-11,5,37,9.0,9.0,8.0,7.0,6.0,5.0,2,H,2.5,2.9,2.62,0.0,1.0
6349,2009-07-11,42,0,8.0,11.0,6.0,6.0,4.0,4.0,0,A,8.0,4.8,1.36,-3.0,0.0
6348,2009-07-11,37,35,10.0,14.0,8.0,6.0,4.0,4.0,2,H,1.53,3.8,6.5,-4.0,2.0
6347,2009-07-11,24,9,13.0,6.0,8.0,4.0,8.0,3.0,0,D,1.33,4.8,9.5,7.0,4.0
6346,2009-07-11,3,29,10.0,9.0,6.0,3.0,8.0,5.0,0,H,2.05,3.3,3.6,1.0,3.0
6345,2009-07-11,1,5,19.0,13.0,13.0,9.0,8.0,1.0,2,H,1.73,3.5,5.0,6.0,4.0
861,2010-07-11,39,24,13.0,9.0,7.0,5.0,6.0,1.0,0,A,3.5,3.2,2.15,4.0,2.0
860,2010-07-11,23,12,9.0,11.0,7.0,7.0,2.0,5.0,2,H,3.75,3.1,2.1,-2.0,0.0
859,2010-07-11,0,27,11.0,7.0,8.0,2.0,12.0,2.0,0,A,1.3,5.0,11.0,4.0,6.0
2765,2015-07-11,34,12,8.0,19.0,2.0,4.0,1.0,9.0,1,H,3.75,3.1,2.1,-11.0,-2.0
2764,2015-07-11,28,36,9.0,8.0,5.0,0.0,5.0,2.0,1,H,2.5,3.1,2.9,1.0,5.0
2761,2015-07-11,6,27,20.0,2.0,5.0,1.0,16.0,0.0,0,A,2.25,3.1,3.4,18.0,4.0
2766,2015-07-11,35,33,9.0,11.0,3.0,4.0,10.0,11.0,1,A,5.0,3.2,1.8,-2.0,-1.0
2767,2015-07-11,40,16,16.0,13.0,5.0,4.0,3.0,5.0,1,D,2.62,3.1,2.8,3.0,1.0
2763,2015-07-11,25,39,13.0,4.0,3.0,0.0,5.0,1.0,1,H,1.36,4.0,12.0,9.0,3.0
2762,2015-07-11,22,38,12.0,8.0,6.0,4.0,4.0,2.0,1,H,1.83,3.2,4.33,4.0,2.0
6015,2008-07-12,16,1,12.0,5.0,7.0,5.0,10.0,6.0,1,A,2.62,3.3,2.62,7.0,2.0
6016,2008-07-12,39,29,14.0,6.0,8.0,3.0,3.0,5.0,2,D,2.6,3.2,2.7,8.0,5.0
2034,2013-07-12,25,27,8.0,9.0,4.0,3.0,4.0,4.0,1,A,1.53,3.8,6.5,-1.0,1.0
2038,2013-07-12,39,28,26.0,8.0,12.0,3.0,10.0,3.0,0,A,1.83,3.2,5.0,18.0,9.0
2037,2013-07-12,35,37,11.0,22.0,4.0,5.0,4.0,10.0,1,A,4.33,3.2,1.91,-11.0,-1.0
2036,2013-07-12,34,12,9.0,15.0,3.0,6.0,5.0,2.0,1,H,6.0,3.6,1.62,-6.0,-3.0
2035,2013-07-12,33,24,15.0,13.0,4.0,3.0,5.0,4.0,1,D,5.0,3.4,1.75,2.0,1.0
2033,2013-07-12,23,40,32.0,8.0,9.0,1.0,8.0,4.0,2,H,1.3,5.0,11.0,24.0,8.0
2032,2013-07-12,14,10,19.0,10.0,5.0,2.0,8.0,3.0,2,H,2.7,3.1,2.7,9.0,3.0
2420,2014-07-12,40,36,15.0,11.0,7.0,2.0,7.0,4.0,1,H,2.4,3.1,3.1,4.0,5.0
2419,2014-07-12,1,22,16.0,10.0,7.0,4.0,5.0,5.0,1,H,2.4,3.1,3.1,6.0,3.0
2800,2015-07-12,16,14,19.0,14.0,4.0,5.0,13.0,6.0,1,D,2.0,3.3,3.75,5.0,-1.0
4616,2002-07-12,1,27,12.0,11.0,4.0,5.0,6.0,5.0,1,A,2.3,3.2,2.62,1.0,-1.0
4618,2002-07-12,11,23,14.0,17.0,11.0,7.0,4.0,5.0,2,H,3.75,3.2,1.83,-3.0,4.0
4620,2002-07-12,17,21,10.0,6.0,3.0,4.0,9.0,1.0,2,H,2.0,3.3,3.1,4.0,-1.0
4621,2002-07-12,25,0,8.0,12.0,6.0,5.0,6.0,7.0,2,H,2.25,3.2,2.75,-4.0,1.0
4622,2002-07-12,26,40,12.0,14.0,5.0,8.0,5.0,7.0,1,D,1.61,3.3,5.0,-2.0,-3.0
4623,2002-07-12,33,2,13.0,6.0,8.0,2.0,6.0,9.0,1,H,1.83,3.2,3.75,7.0,6.0
4617,2002-07-12,5,3,18.0,13.0,7.0,7.0,3.0,11.0,2,D,2.5,3.1,2.5,5.0,0.0
4619,2002-07-12,16,12,14.0,13.0,6.0,10.0,9.0,4.0,0,A,2.37,3.1,2.62,1.0,-4.0
4325,2019-07-12,24,25,22.0,11.0,5.0,7.0,16.0,3.0,0,A,1.29,5.5,11.0,11.0,-2.0
4323,2019-07-12,37,9,13.0,7.0,7.0,1.0,1.0,1.0,2,H,1.38,4.75,8.5,6.0,6.0
4322,2019-07-12,6,23,3.0,21.0,0.0,9.0,1.0,3.0,0,A,7.5,5.0,1.4,-18.0,-9.0
4321,2019-07-12,16,12,13.0,15.0,7.0,4.0,1.0,5.0,2,H,3.5,3.75,2.0,-2.0,3.0
4324,2019-07-12,38,14,13.0,3.0,3.0,0.0,6.0,2.0,1,D,2.35,3.3,3.1,10.0,3.0
5070,2006-08-02,11,23,6.0,13.0,2.0,5.0,1.0,10.0,2,H,5.0,3.3,1.61,-7.0,-3.0
6104,2009-08-02,37,0,16.0,4.0,6.0,1.0,6.0,4.0,1,D,3.0,3.25,2.38,12.0,5.0
6105,2009-08-02,40,25,9.0,11.0,5.0,6.0,5.0,11.0,1,A,6.5,3.6,1.57,-2.0,-1.0
2135,2014-08-02,23,0,22.0,11.0,12.0,6.0,6.0,6.0,2,H,2.2,3.1,3.5,11.0,6.0
2136,2014-08-02,28,24,7.0,15.0,2.0,2.0,4.0,14.0,1,D,10.0,4.33,1.36,-8.0,0.0
2137,2014-08-02,33,34,17.0,5.0,5.0,4.0,7.0,4.0,1,D,1.53,3.6,7.5,12.0,1.0
2138,2014-08-02,35,19,7.0,25.0,3.0,9.0,2.0,6.0,0,A,2.15,3.0,3.75,-18.0,-6.0
2132,2014-08-02,1,40,16.0,10.0,1.0,2.0,8.0,10.0,1,A,2.15,3.0,3.75,6.0,-1.0
2139,2014-08-02,36,10,17.0,7.0,6.0,1.0,5.0,1.0,1,H,1.85,3.2,4.8,10.0,5.0
2134,2014-08-02,14,39,10.0,16.0,6.0,6.0,4.0,7.0,2,H,2.6,3.1,2.8,-6.0,0.0
2133,2014-08-02,12,27,18.0,12.0,8.0,6.0,6.0,5.0,2,H,1.25,5.0,15.0,6.0,2.0
2511,2015-08-02,40,25,13.0,18.0,6.0,6.0,9.0,9.0,1,D,4.0,3.2,2.0,-5.0,0.0
2510,2015-08-02,27,34,9.0,7.0,3.0,3.0,5.0,8.0,1,D,2.3,3.2,3.2,2.0,0.0
2509,2015-08-02,9,39,12.0,12.0,5.0,5.0,5.0,6.0,2,D,2.62,3.1,2.8,0.0,0.0
4717,2003-08-02,11,16,19.0,14.0,10.0,6.0,4.0,10.0,2,H,2.3,3.2,2.62,5.0,4.0
4719,2003-08-02,21,40,10.0,12.0,7.0,3.0,9.0,6.0,2,H,1.8,3.3,3.75,-2.0,4.0
4716,2003-08-02,3,33,18.0,11.0,11.0,5.0,6.0,6.0,2,H,2.1,3.2,3.0,7.0,6.0
4720,2003-08-02,23,26,17.0,2.0,10.0,2.0,14.0,3.0,0,D,1.44,3.6,6.5,15.0,8.0
4721,2003-08-02,37,35,16.0,8.0,7.0,6.0,10.0,8.0,2,H,1.4,3.6,7.5,8.0,1.0
4722,2003-08-02,39,5,15.0,7.0,8.0,5.0,5.0,4.0,0,D,2.25,3.2,2.75,8.0,3.0
4715,2003-08-02,2,12,7.0,3.0,6.0,3.0,7.0,2.0,0,A,3.75,3.2,1.83,4.0,3.0
4718,2003-08-02,17,1,17.0,8.0,10.0,5.0,6.0,5.0,2,H,2.3,3.2,2.62,9.0,5.0
4422,2020-08-02,8,38,10.0,5.0,2.0,2.0,3.0,2.0,0,D,2.15,3.3,3.5,5.0,0.0
4421,2020-08-02,16,14,14.0,10.0,8.0,2.0,4.0,6.0,2,H,1.63,3.7,6.0,4.0,6.0
5758,2008-08-03,3,17,14.0,8.0,4.0,4.0,7.0,7.0,1,D,1.44,3.6,6.5,6.0,0.0
5759,2008-08-03,23,27,15.0,6.0,13.0,4.0,12.0,8.0,2,H,1.36,3.75,8.0,9.0,9.0
5760,2008-08-03,31,24,13.0,12.0,8.0,5.0,7.0,5.0,1,H,2.4,3.1,2.6,1.0,3.0
6515,2010-08-03,41,23,12.0,11.0,4.0,3.0,4.0,7.0,2,H,6.0,3.6,1.62,1.0,1.0
2171,2014-08-03,28,34,13.0,6.0,5.0,3.0,3.0,1.0,1,D,2.3,3.1,3.3,7.0,2.0
2169,2014-08-03,12,37,12.0,6.0,4.0,2.0,5.0,4.0,1,H,1.6,3.4,7.0,6.0,2.0
2168,2014-08-03,10,17,19.0,14.0,9.0,6.0,7.0,6.0,2,H,2.4,3.1,3.1,5.0,3.0
2172,2014-08-03,39,25,14.0,14.0,3.0,5.0,3.0,5.0,0,A,4.8,3.2,1.83,0.0,-2.0
2170,2014-08-03,14,33,6.0,11.0,1.0,3.0,8.0,3.0,0,A,3.5,3.1,2.2,-5.0,-2.0
3299,2017-08-03,24,34,12.0,5.0,1.0,2.0,8.0,1.0,1,D,1.25,6.0,13.0,7.0,-1.0
4746,2003-08-03,23,5,9.0,10.0,3.0,2.0,3.0,3.0,2,H,1.44,3.6,6.5,-1.0,1.0
4457,2020-08-03,25,24,12.0,7.0,6.0,2.0,2.0,11.0,2,H,5.0,4.2,1.63,5.0,4.0
4456,2020-08-03,12,16,17.0,3.0,11.0,1.0,6.0,1.0,2,H,1.85,3.7,4.2,14.0,10.0
311,2001-08-04,16,24,11.0,13.0,7.0,5.0,8.0,8.0,2,H,1.8,3.3,3.75,-2.0,2.0
710,2002-08-04,27,17,7.0,5.0,4.0,3.0,6.0,2.0,2,D,1.44,3.6,6.5,2.0,1.0
5148,2006-08-04,41,2,13.0,11.0,6.0,5.0,13.0,7.0,1,D,1.83,3.4,3.5,2.0,1.0
5147,2006-08-04,37,24,23.0,14.0,19.0,6.0,8.0,5.0,2,H,1.61,3.3,5.0,9.0,13.0
5146,2006-08-04,29,3,22.0,4.0,12.0,3.0,7.0,3.0,1,D,2.3,3.2,2.62,18.0,9.0
5145,2006-08-04,11,16,9.0,7.0,4.0,3.0,6.0,4.0,1,D,2.3,3.2,2.62,2.0,1.0
5808,2008-08-04,40,29,10.0,18.0,8.0,9.0,7.0,4.0,1,A,2.3,3.2,3.1,-8.0,-1.0
1450,2012-08-04,25,30,24.0,9.0,14.0,7.0,11.0,5.0,2,H,1.2,6.0,15.0,15.0,7.0
1449,2012-08-04,0,24,12.0,7.0,7.0,2.0,7.0,6.0,1,H,2.5,3.0,3.0,5.0,5.0
1827,2013-08-04,25,24,16.0,9.0,7.0,5.0,9.0,4.0,1,A,2.3,3.0,3.4,7.0,2.0
3338,2017-08-04,37,38,19.0,8.0,6.0,2.0,7.0,5.0,2,H,1.25,5.5,12.0,11.0,4.0
3339,2017-08-04,39,33,17.0,10.0,6.0,3.0,7.0,3.0,0,A,2.8,3.1,2.6,7.0,3.0
3340,2017-08-04,40,36,14.0,4.0,6.0,1.0,4.0,3.0,2,H,2.1,3.3,3.5,10.0,5.0
3334,2017-08-04,6,12,12.0,15.0,1.0,5.0,4.0,4.0,0,A,6.0,3.6,1.62,-3.0,-4.0
3336,2017-08-04,26,9,12.0,7.0,5.0,2.0,4.0,3.0,1,D,2.4,3.0,3.2,5.0,3.0
3335,2017-08-04,24,19,23.0,6.0,7.0,1.0,7.0,3.0,2,H,1.22,6.0,13.0,17.0,6.0
3337,2017-08-04,34,23,9.0,14.0,4.0,4.0,5.0,8.0,2,A,4.0,3.4,1.95,-5.0,0.0
3734,2018-08-04,12,40,23.0,5.0,6.0,2.0,10.0,6.0,2,D,1.29,5.5,12.0,18.0,4.0
3733,2018-08-04,0,33,13.0,15.0,7.0,8.0,8.0,6.0,2,H,1.57,4.2,6.0,-2.0,-1.0
4115,2019-08-04,12,40,16.0,9.0,7.0,2.0,7.0,4.0,2,H,1.3,5.5,10.0,7.0,5.0
366,2001-08-05,23,12,16.0,14.0,8.0,7.0,6.0,6.0,1,D,1.66,3.3,4.5,2.0,1.0
741,2002-08-05,25,0,9.0,5.0,3.0,2.0,6.0,5.0,1,A,2.1,3.0,3.2,4.0,1.0
740,2002-08-05,23,3,15.0,9.0,7.0,7.0,8.0,7.0,2,H,1.4,3.6,7.5,6.0,0.0
1107,2011-08-05,25,12,13.0,19.0,8.0,11.0,7.0,2.0,2,H,2.4,3.0,3.25,-6.0,-3.0
1108,2011-08-05,34,0,12.0,14.0,7.0,5.0,2.0,5.0,2,H,5.0,3.5,1.73,-2.0,2.0
1109,2011-08-05,42,39,14.0,14.0,10.0,6.0,8.0,4.0,2,H,2.2,3.2,3.4,0.0,4.0
1501,2012-08-05,23,12,23.0,9.0,13.0,5.0,7.0,4.0,2,H,2.15,3.2,3.5,14.0,8.0
1871,2013-08-05,12,37,15.0,13.0,8.0,6.0,6.0,5.0,2,D,1.95,3.3,4.0,2.0,2.0
3014,2016-08-05,23,38,19.0,14.0,5.0,3.0,8.0,8.0,2,H,1.5,4.0,7.0,5.0,2.0
3016,2016-08-05,37,33,20.0,10.0,6.0,2.0,10.0,2.0,1,A,1.91,3.4,4.0,10.0,4.0
3015,2016-08-05,24,0,14.0,5.0,3.0,2.0,7.0,2.0,1,D,2.5,3.1,2.9,9.0,1.0
3384,2017-08-05,12,26,21.0,2.0,7.0,1.0,8.0,1.0,2,H,1.14,8.5,19.0,19.0,6.0
3775,2018-08-05,36,33,11.0,13.0,3.0,8.0,7.0,6.0,1,A,3.0,3.2,2.5,-2.0,-5.0
2655,2015-08-08,25,37,9.0,9.0,1.0,4.0,1.0,2.0,2,H,1.62,3.6,6.0,0.0,-3.0
2653,2015-08-08,16,38,10.0,11.0,5.0,5.0,8.0,2.0,0,D,1.73,3.5,5.0,-1.0,0.0
2652,2015-08-08,12,36,11.0,18.0,3.0,10.0,4.0,8.0,2,D,1.4,4.0,10.0,-7.0,-7.0
2651,2015-08-08,6,1,11.0,7.0,2.0,3.0,6.0,3.0,1,A,1.91,3.5,4.0,4.0,-1.0
2656,2015-08-08,28,14,17.0,11.0,6.0,7.0,1.0,4.0,0,A,2.6,3.1,2.88,6.0,-1.0
2654,2015-08-08,22,35,19.0,10.0,8.0,5.0,6.0,3.0,2,H,2.0,3.1,2.7,9.0,3.0
411,2001-08-09,25,16,18.0,5.0,9.0,1.0,6.0,2.0,2,H,1.3,4.33,8.0,13.0,8.0
408,2001-08-09,21,5,11.0,8.0,6.0,4.0,7.0,5.0,1,D,1.44,3.75,6.0,3.0,2.0
407,2001-08-09,15,40,6.0,10.0,3.0,4.0,3.0,4.0,1,D,2.2,3.1,2.87,-4.0,-1.0
406,2001-08-09,12,0,10.0,14.0,5.0,11.0,5.0,6.0,1,D,2.5,3.1,2.5,-4.0,-6.0
410,2001-08-09,23,1,12.0,10.0,7.0,7.0,7.0,0.0,0,A,1.53,3.4,5.5,2.0,0.0
409,2001-08-09,22,20,12.0,13.0,7.0,9.0,6.0,3.0,0,D,2.8,3.2,2.2,-1.0,-2.0
